,loss,accuracy
0,2.0058422088623047,0.11538461595773697
1,1.9256610870361328,0.1538461595773697
2,1.8434107303619385,0.26923078298568726
3,1.778735876083374,0.2884615361690521
4,1.667523741722107,0.36538460850715637
5,1.680756688117981,0.3076923191547394
6,1.637459635734558,0.4423076808452606
7,1.3966658115386963,0.5192307829856873
8,1.4947597980499268,0.4038461446762085
9,1.2616099119186401,0.557692289352417
10,1.2971898317337036,0.42307692766189575
11,1.1721282005310059,0.6153846383094788
12,1.1569621562957764,0.557692289352417
13,1.0230826139450073,0.692307710647583
14,0.7861117124557495,0.7692307829856873
15,0.822959303855896,0.75
16,0.8808679580688477,0.6538461446762085
17,0.85350102186203,0.7115384340286255
18,0.652476966381073,0.807692289352417
19,0.7228881120681763,0.7307692170143127
20,0.7034040093421936,0.7307692170143127
21,0.7735056281089783,0.7307692170143127
22,0.5543696880340576,0.8846153616905212
23,0.5606752634048462,0.8846153616905212
24,0.521166980266571,0.8846153616905212
25,0.6656332612037659,0.8269230723381042
26,0.48924559354782104,0.807692289352417
27,0.5165658593177795,0.8846153616905212
28,0.45624732971191406,0.9038461446762085
29,0.4476175308227539,0.8461538553237915
30,0.40615934133529663,0.8653846383094788
31,0.4660497307777405,0.8269230723381042
32,0.35135799646377563,0.8846153616905212
33,0.41879940032958984,0.8653846383094788
34,0.27782297134399414,0.9230769276618958
35,0.3254777491092682,0.9038461446762085
36,0.39542120695114136,0.9038461446762085
37,0.247625932097435,0.9230769276618958
38,0.26916512846946716,0.942307710647583
39,0.22067603468894958,0.942307710647583
40,0.25123101472854614,0.942307710647583
41,0.34146687388420105,0.8653846383094788
42,0.1782730221748352,0.9807692170143127
43,0.22322672605514526,0.9615384340286255
44,0.25155651569366455,0.9615384340286255
45,0.287042498588562,0.9230769276618958
46,0.20905962586402893,0.9615384340286255
47,0.20736490190029144,0.9615384340286255
48,0.1587294638156891,0.942307710647583
49,0.21611598134040833,0.9615384340286255
50,0.24705083668231964,0.942307710647583
51,0.14847038686275482,0.9230769276618958
52,0.22500544786453247,0.9615384340286255
53,0.16462033987045288,0.9807692170143127
54,0.16936641931533813,0.942307710647583
55,0.2274787276983261,0.9038461446762085
56,0.16251038014888763,0.942307710647583
57,0.18415051698684692,0.9615384340286255
58,0.15381461381912231,0.9615384340286255
59,0.1481030434370041,0.9615384340286255
60,0.15146669745445251,0.9807692170143127
61,0.20611082017421722,0.9615384340286255
62,0.11118856072425842,0.9807692170143127
63,0.12911556661128998,0.942307710647583
64,0.16758489608764648,0.942307710647583
65,0.17714332044124603,0.9615384340286255
66,0.1487935483455658,0.9615384340286255
67,0.0976213738322258,1.0
68,0.16704779863357544,0.942307710647583
69,0.18261036276817322,0.9807692170143127
70,0.14770768582820892,0.9615384340286255
71,0.1422366052865982,0.942307710647583
72,0.1574585735797882,0.942307710647583
73,0.11947393417358398,0.9615384340286255
74,0.12926723062992096,0.9615384340286255
75,0.13989898562431335,0.9807692170143127
76,0.124924436211586,0.9807692170143127
77,0.18397103250026703,0.942307710647583
78,0.13068895041942596,0.9807692170143127
79,0.12849736213684082,0.9807692170143127
80,0.13891352713108063,0.9807692170143127
81,0.12971216440200806,0.9807692170143127
82,0.15017551183700562,0.942307710647583
83,0.182437926530838,0.9230769276618958
84,0.10354689508676529,0.9807692170143127
85,0.09880387037992477,0.9807692170143127
86,0.08867426216602325,0.9615384340286255
87,0.10286194831132889,0.9807692170143127
88,0.12870725989341736,0.942307710647583
89,0.10246984660625458,0.9807692170143127
90,0.1186695396900177,0.9615384340286255
91,0.11874012649059296,0.9615384340286255
92,0.14058297872543335,0.9615384340286255
93,0.0943070501089096,0.9615384340286255
94,0.1504008173942566,0.9615384340286255
95,0.11341333389282227,0.9807692170143127
96,0.13450761139392853,0.9615384340286255
97,0.09064584225416183,0.9807692170143127
98,0.09018904715776443,0.9807692170143127
99,0.09260062873363495,0.9807692170143127
100,0.1386438012123108,0.9615384340286255
101,0.1383291631937027,0.9615384340286255
102,0.09498031437397003,0.9807692170143127
103,0.14626765251159668,0.9807692170143127
104,0.10619819164276123,0.942307710647583
105,0.13226427137851715,0.9615384340286255
106,0.12250212579965591,0.9615384340286255
107,0.12869015336036682,0.9615384340286255
108,0.06099400296807289,0.9807692170143127
109,0.0942521020770073,0.9807692170143127
110,0.15278412401676178,0.9615384340286255
111,0.12421175837516785,0.9615384340286255
112,0.09430129081010818,0.9807692170143127
113,0.0888475626707077,0.9807692170143127
114,0.1316463202238083,0.9615384340286255
115,0.09609616547822952,0.9807692170143127
116,0.1265234798192978,0.9615384340286255
117,0.12622052431106567,0.9615384340286255
118,0.053401634097099304,0.9807692170143127
119,0.0825495794415474,0.9807692170143127
120,0.06320520490407944,0.9807692170143127
121,0.08773667365312576,0.9807692170143127
122,0.07522141933441162,0.9615384340286255
123,0.08463429659605026,0.9807692170143127
124,0.0642777606844902,0.9807692170143127
125,0.0987110510468483,0.9807692170143127
126,0.052957985550165176,0.9807692170143127
127,0.09519518911838531,0.9807692170143127
